chip_id,month
34607244,11
346ecd75,0
346ecd75,1
346ecd75,2
346ecd75,3
346ecd75,4
346ecd75,5
346ecd75,6
346ecd75,7
346ecd75,8
346ecd75,9
346ecd75,10
346ecd75,11
3482cc11,0
3482cc11,1
3482cc11,2
3482cc11,3
3482cc11,4
3482cc11,5
3482cc11,6
3482cc11,7
3482cc11,8
3482cc11,9
3482cc11,10
3482cc11,11
348772e9,0
348772e9,1
348772e9,2
348772e9,3
348772e9,4
348772e9,5
348772e9,6
348772e9,7
348772e9,8
348772e9,9
348772e9,10
348772e9,11
349c35d6,0
349c35d6,1
349c35d6,2
349c35d6,3
349c35d6,4
349c35d6,5
349c35d6,6
349c35d6,7
349c35d6,8
349c35d6,9
349c35d6,10
349c35d6,11
34a312bb,0
34a312bb,1
34a312bb,2
34a312bb,3
34a312bb,4
34a312bb,5
34a312bb,6
34a312bb,7
34a312bb,8
34a312bb,9
34a312bb,10
34a312bb,11
34b1b91c,0
34b1b91c,1
34b1b91c,2
34b1b91c,3
34b1b91c,4
34b1b91c,5
34b1b91c,6
34b1b91c,7
34b1b91c,8
34b1b91c,9
34b1b91c,10
34b1b91c,11
34c18d9e,0
34c18d9e,1
34c18d9e,2
34c18d9e,3
34c18d9e,4
34c18d9e,5
34c18d9e,6
34c18d9e,7
34c18d9e,8
34c18d9e,9
34c18d9e,10
34c18d9e,11
34ce00b4,0
34ce00b4,1
34ce00b4,2
34ce00b4,3
34ce00b4,4
34ce00b4,5
34ce00b4,6
34ce00b4,7
34ce00b4,8
34ce00b4,9
34ce00b4,10
34ce00b4,11
34e2d524,0
34e2d524,1
34e2d524,2
34e2d524,3
34e2d524,4
34e2d524,5
34e2d524,6
34e2d524,7
34e2d524,8
34e2d524,9
34e2d524,10
34e2d524,11
34e4480d,0
34e4480d,1
34e4480d,2
34e4480d,3
34e4480d,4
34e4480d,5
34e4480d,6
34e4480d,7
34e4480d,8
34e4480d,9
34e4480d,10
34e4480d,11
34ee365d,0
34ee365d,1
34ee365d,2
34ee365d,3
34ee365d,4
34ee365d,5
34ee365d,6
34ee365d,7
34ee365d,8
34ee365d,9
34ee365d,10
34ee365d,11
34f6b292,0
34f6b292,1
34f6b292,2
34f6b292,3
34f6b292,4
34f6b292,5
34f6b292,6
34f6b292,7
34f6b292,8
34f6b292,9
34f6b292,10
34f6b292,11
34f8c8f6,0
34f8c8f6,1
34f8c8f6,2
34f8c8f6,3
34f8c8f6,4
34f8c8f6,5
34f8c8f6,6
34f8c8f6,7
34f8c8f6,8
34f8c8f6,9
34f8c8f6,10
34f8c8f6,11
3512debe,0
3512debe,1
3512debe,2
3512debe,3
3512debe,4
3512debe,5
3512debe,6
3512debe,7
3512debe,8
3512debe,9
3512debe,10
3512debe,11
351be62a,0
351be62a,1
351be62a,2
351be62a,3
351be62a,4
351be62a,5
351be62a,6
351be62a,7
351be62a,8
351be62a,9
351be62a,10
351be62a,11
351e7f32,0
351e7f32,1
351e7f32,2
351e7f32,3
351e7f32,4
351e7f32,5
351e7f32,6
351e7f32,7
351e7f32,8
351e7f32,9
351e7f32,10
351e7f32,11
3524c5de,0
3524c5de,1
3524c5de,2
3524c5de,3
3524c5de,4
3524c5de,5
3524c5de,6
3524c5de,7
3524c5de,8
3524c5de,9
3524c5de,10
3524c5de,11
353a81e7,0
353a81e7,1
353a81e7,2
353a81e7,3
353a81e7,4
353a81e7,5
353a81e7,6
353a81e7,7
353a81e7,8
353a81e7,9
353a81e7,10
353a81e7,11
353ad961,0
353ad961,1
353ad961,2
353ad961,3
353ad961,4
353ad961,5
353ad961,6
353ad961,7
353ad961,8
353ad961,9
353ad961,10
353ad961,11
353d74f2,0
353d74f2,1
353d74f2,2
353d74f2,3
353d74f2,4
353d74f2,5
353d74f2,6
353d74f2,7
353d74f2,8
353d74f2,9
353d74f2,10
353d74f2,11
354d23ac,0
354d23ac,1
354d23ac,2
354d23ac,3
354d23ac,4
354d23ac,5
354d23ac,6
354d23ac,7
354d23ac,8
354d23ac,9
354d23ac,10
354d23ac,11
35533824,0
35533824,1
35533824,2
35533824,3
35533824,4
35533824,5
35533824,6
35533824,7
35533824,8
35533824,9
35533824,10
35533824,11
3556b14b,0
3556b14b,1
3556b14b,2
3556b14b,3
3556b14b,4
3556b14b,5
3556b14b,6
3556b14b,7
3556b14b,8
3556b14b,9
3556b14b,10
3556b14b,11
3560b484,0
3560b484,1
3560b484,2
3560b484,3
3560b484,4
3560b484,5
3560b484,6
3560b484,7
3560b484,8
3560b484,9
3560b484,10
3560b484,11
356114e2,0
356114e2,1
356114e2,2
356114e2,3
356114e2,4
356114e2,5
356114e2,6
356114e2,7
356114e2,8
356114e2,9
356114e2,10
356114e2,11
357a996e,0
357a996e,1
357a996e,2
357a996e,3
357a996e,4
357a996e,5
357a996e,6
357a996e,7
357a996e,8
357a996e,9
357a996e,10
357a996e,11
357adb76,0
357adb76,1
357adb76,2
357adb76,3
357adb76,4
357adb76,5
357adb76,6
357adb76,7
357adb76,8
357adb76,9
357adb76,10
357adb76,11
357d2095,0
357d2095,1
357d2095,2
357d2095,3
357d2095,4
357d2095,5
357d2095,6
357d2095,7
357d2095,8
357d2095,9
357d2095,10
357d2095,11
35b4bb1e,0
35b4bb1e,1
35b4bb1e,2
35b4bb1e,3
35b4bb1e,4
35b4bb1e,5
35b4bb1e,6
35b4bb1e,7
35b4bb1e,8
35b4bb1e,9
35b4bb1e,10
35b4bb1e,11
35cb0400,0
35cb0400,1
35cb0400,2
35cb0400,3
35cb0400,4
35cb0400,5
35cb0400,6
35cb0400,7
35cb0400,8
35cb0400,9
35cb0400,10
35cb0400,11
35e67e33,0
35e67e33,1
35e67e33,2
35e67e33,3
35e67e33,4
35e67e33,5
35e67e33,6
35e67e33,7
35e67e33,8
35e67e33,9
35e67e33,10
35e67e33,11
35e70c91,0
35e70c91,1
35e70c91,2
35e70c91,3
35e70c91,4
35e70c91,5
35e70c91,6
35e70c91,7
35e70c91,8
35e70c91,9
35e70c91,10
35e70c91,11
35e80d0d,0
35e80d0d,1
35e80d0d,2
35e80d0d,3
35e80d0d,4
35e80d0d,5
35e80d0d,6
35e80d0d,7
35e80d0d,8
35e80d0d,9
35e80d0d,10
35e80d0d,11
35f1b146,0
35f1b146,1
35f1b146,2
35f1b146,3
35f1b146,4
35f1b146,5
35f1b146,6
35f1b146,7
35f1b146,8
35f1b146,9
35f1b146,10
35f1b146,11
35f65bd4,0
35f65bd4,1
35f65bd4,2
35f65bd4,3
35f65bd4,4
35f65bd4,5
35f65bd4,6
35f65bd4,7
35f65bd4,8
35f65bd4,9
35f65bd4,10
35f65bd4,11
36157ac8,0
36157ac8,1
36157ac8,2
36157ac8,3
36157ac8,4
36157ac8,5
36157ac8,6
36157ac8,7
36157ac8,8
36157ac8,9
36157ac8,10
36157ac8,11
36175111,0
36175111,1
36175111,2
36175111,3
36175111,4
36175111,5
36175111,6
36175111,7
36175111,8
36175111,9
36175111,10
36175111,11
361c1e75,0
361c1e75,1
361c1e75,2
361c1e75,3
361c1e75,4
361c1e75,5
361c1e75,6
361c1e75,7
361c1e75,8
361c1e75,9
361c1e75,10
361c1e75,11
36285e08,0
36285e08,1
36285e08,2
36285e08,3
36285e08,4
36285e08,5
36285e08,6
36285e08,7
36285e08,8
36285e08,9
36285e08,10
36285e08,11
363aad37,0
363aad37,1
363aad37,2
363aad37,3
363aad37,4
363aad37,5
363aad37,6
363aad37,7
363aad37,8
363aad37,9
363aad37,10
363aad37,11
363f17fd,0
363f17fd,1
363f17fd,2
363f17fd,3
363f17fd,4
363f17fd,5
363f17fd,6
363f17fd,7
363f17fd,8
363f17fd,9
363f17fd,10
363f17fd,11
364c7efe,0
364c7efe,1
364c7efe,2
364c7efe,3
364c7efe,4
364c7efe,5
364c7efe,6
364c7efe,7
364c7efe,8
364c7efe,9
364c7efe,10
364c7efe,11
36530172,0
36530172,1
36530172,2
36530172,3
36530172,4
36530172,5
36530172,6
36530172,7
36530172,8
36530172,9
36530172,10
36530172,11
3654dc2a,0
3654dc2a,1
3654dc2a,2
3654dc2a,3
3654dc2a,4
3654dc2a,5
3654dc2a,6
3654dc2a,7
3654dc2a,8
3654dc2a,9
3654dc2a,10
3654dc2a,11
3660eabd,0
3660eabd,1
3660eabd,2
3660eabd,3
3660eabd,4
3660eabd,5
3660eabd,6
3660eabd,7
3660eabd,8
3660eabd,9
3660eabd,10
3660eabd,11
366ef5bf,0
366ef5bf,1
366ef5bf,2
366ef5bf,3
366ef5bf,4
366ef5bf,5
366ef5bf,6
366ef5bf,7
366ef5bf,8
366ef5bf,9
366ef5bf,10
366ef5bf,11
367bc92c,0
367bc92c,1
367bc92c,2
367bc92c,3
367bc92c,4
367bc92c,5
367bc92c,6
367bc92c,7
367bc92c,8
367bc92c,9
367bc92c,10
367bc92c,11
3684b245,0
3684b245,1
3684b245,2
3684b245,3
3684b245,4
3684b245,5
3684b245,6
3684b245,7
3684b245,8
3684b245,9
3684b245,10
3684b245,11
368cfbea,0
368cfbea,1
368cfbea,2
368cfbea,3
368cfbea,4
368cfbea,5
368cfbea,6
368cfbea,7
368cfbea,8
368cfbea,9
368cfbea,10
368cfbea,11
36917189,0
36917189,1
36917189,2
36917189,3
36917189,4
36917189,5
36917189,6
36917189,7
36917189,8
36917189,9
36917189,10
36917189,11
369b577d,0
369b577d,1
369b577d,2
369b577d,3
369b577d,4
369b577d,5
369b577d,6
369b577d,7
369b577d,8
369b577d,9
369b577d,10
369b577d,11
36a8ed58,0
36a8ed58,1
36a8ed58,2
36a8ed58,3
36a8ed58,4
36a8ed58,5
36a8ed58,6
36a8ed58,7
36a8ed58,8
36a8ed58,9
36a8ed58,10
36a8ed58,11
36ad1093,0
36ad1093,1
36ad1093,2
36ad1093,3
36ad1093,4
36ad1093,5
36ad1093,6
36ad1093,7
36ad1093,8
36ad1093,9
36ad1093,10
36ad1093,11
36bb6861,0
36bb6861,1
36bb6861,2
36bb6861,3
36bb6861,4
36bb6861,5
36bb6861,6
36bb6861,7
36bb6861,8
36bb6861,9
36bb6861,10
36bb6861,11
36bf3cc8,0
36bf3cc8,1
36bf3cc8,2
36bf3cc8,3
36bf3cc8,4
36bf3cc8,5
36bf3cc8,6
36bf3cc8,7
36bf3cc8,8
36bf3cc8,9
36bf3cc8,10
36bf3cc8,11
36bf5cd1,0
36bf5cd1,1
36bf5cd1,2
36bf5cd1,3
36bf5cd1,4
36bf5cd1,5
36bf5cd1,6
36bf5cd1,7
36bf5cd1,8
36bf5cd1,9
36bf5cd1,10
36bf5cd1,11
36c3339b,0
36c3339b,1
36c3339b,2
36c3339b,3
36c3339b,4
36c3339b,5
36c3339b,6
36c3339b,7
36c3339b,8
36c3339b,9
36c3339b,10
36c3339b,11
36c3c39b,0
36c3c39b,1
36c3c39b,2
36c3c39b,3
36c3c39b,4
36c3c39b,5
36c3c39b,6
36c3c39b,7
36c3c39b,8
36c3c39b,9
36c3c39b,10
36c3c39b,11
36cf8630,0
36cf8630,1
36cf8630,2
36cf8630,3
36cf8630,4
36cf8630,5
36cf8630,6
36cf8630,7
36cf8630,8
36cf8630,9
36cf8630,10
36cf8630,11
36d0054b,0
36d0054b,1
36d0054b,2
36d0054b,3
36d0054b,4
36d0054b,5
36d0054b,6
36d0054b,7
36d0054b,8
36d0054b,9
36d0054b,10
36d0054b,11
36d03fb3,0
36d03fb3,1
36d03fb3,2
36d03fb3,3
36d03fb3,4
36d03fb3,5
36d03fb3,6
36d03fb3,7
36d03fb3,8
36d03fb3,9
36d03fb3,10
36d03fb3,11
36dc0542,0
36dc0542,1
36dc0542,2
36dc0542,3
36dc0542,4
36dc0542,5
36dc0542,6
36dc0542,7
36dc0542,8
36dc0542,9
36dc0542,10
36dc0542,11
36ea0203,0
36ea0203,1
36ea0203,2
36ea0203,3
36ea0203,4
36ea0203,5
36ea0203,6
36ea0203,7
36ea0203,8
36ea0203,9
36ea0203,10
36ea0203,11
36ed7bf2,0
36ed7bf2,1
36ed7bf2,2
36ed7bf2,3
36ed7bf2,4
36ed7bf2,5
36ed7bf2,6
36ed7bf2,7
36ed7bf2,8
36ed7bf2,9
36ed7bf2,10
36ed7bf2,11
36f29089,0
36f29089,1
36f29089,2
36f29089,3
36f29089,4
36f29089,5
36f29089,6
36f29089,7
36f29089,8
36f29089,9
36f29089,10
36f29089,11
36fd36ae,0
36fd36ae,1
36fd36ae,2
36fd36ae,3
36fd36ae,4
36fd36ae,5
36fd36ae,6
36fd36ae,7
36fd36ae,8
36fd36ae,9
36fd36ae,10
36fd36ae,11
36ffec02,0
36ffec02,1
36ffec02,2
36ffec02,3
36ffec02,4
36ffec02,5
36ffec02,6
36ffec02,7
36ffec02,8
36ffec02,9
36ffec02,10
36ffec02,11
37009624,0
37009624,1
37009624,2
37009624,3
37009624,4
37009624,5
37009624,6
37009624,7
37009624,8
37009624,9
37009624,10
37009624,11
3701066f,0
3701066f,1
3701066f,2
3701066f,3
3701066f,4
3701066f,5
3701066f,6
3701066f,7
3701066f,8
3701066f,9
3701066f,10
3701066f,11
3702324b,0
3702324b,1
3702324b,2
3702324b,3
3702324b,4
3702324b,5
3702324b,6
3702324b,7
3702324b,8
3702324b,9
3702324b,10
3702324b,11
370356cd,0
370356cd,1
370356cd,2
370356cd,3
370356cd,4
370356cd,5
370356cd,6
370356cd,7
370356cd,8
370356cd,9
370356cd,10
370356cd,11
3708e7f5,0
3708e7f5,1
3708e7f5,2
3708e7f5,3
3708e7f5,4
3708e7f5,5
3708e7f5,6
3708e7f5,7
3708e7f5,8
3708e7f5,9
3708e7f5,10
3708e7f5,11
370a9c77,0
370a9c77,1
370a9c77,2
370a9c77,3
370a9c77,4
370a9c77,5
370a9c77,6
370a9c77,7
370a9c77,8
370a9c77,9
370a9c77,10
370a9c77,11
3719b26c,0
3719b26c,1
3719b26c,2
3719b26c,3
3719b26c,4
3719b26c,5
3719b26c,6
3719b26c,7
3719b26c,8
3719b26c,9
3719b26c,10
3719b26c,11
371eb389,0
371eb389,1
371eb389,2
371eb389,3
371eb389,4
371eb389,5
371eb389,6
371eb389,7
371eb389,8
371eb389,9
371eb389,10
371eb389,11
372101d7,0
372101d7,1
372101d7,2
372101d7,3
372101d7,4
372101d7,5
372101d7,6
372101d7,7
372101d7,8
372101d7,9
372101d7,10
372101d7,11
372145f4,0
372145f4,1
372145f4,2
372145f4,3
372145f4,4
372145f4,5
372145f4,6
372145f4,7
372145f4,8
372145f4,9
372145f4,10
372145f4,11
37233043,0
37233043,1
37233043,2
37233043,3
37233043,4
37233043,5
37233043,6
37233043,7
37233043,8
37233043,9
37233043,10
37233043,11
372bc81e,0
372bc81e,1
372bc81e,2
372bc81e,3
372bc81e,4
372bc81e,5
372bc81e,6
372bc81e,7
372bc81e,8
372bc81e,9
372bc81e,10
372bc81e,11
372d2433,0
372d2433,1
372d2433,2
372d2433,3
372d2433,4
372d2433,5
372d2433,6
372d2433,7
372d2433,8
372d2433,9
372d2433,10
372d2433,11
37393f9d,0
37393f9d,1
37393f9d,2
37393f9d,3
37393f9d,4
37393f9d,5
37393f9d,6
37393f9d,7
37393f9d,8
37393f9d,9
37393f9d,10
37393f9d,11
374257a7,0
374257a7,1
374257a7,2
374257a7,3
374257a7,4
374257a7,5
374257a7,6
374257a7,7
374257a7,8
374257a7,9
374257a7,10
374257a7,11
375f7201,0
375f7201,1
375f7201,2
375f7201,3
375f7201,4
375f7201,5
375f7201,6
375f7201,7
375f7201,8
375f7201,9
375f7201,10
375f7201,11
37608bfd,0
37608bfd,1
37608bfd,2
37608bfd,3
37608bfd,4
37608bfd,5
37608bfd,6
37608bfd,7
37608bfd,8
37608bfd,9
37608bfd,10
37608bfd,11
3773ee87,0
3773ee87,1
3773ee87,2
3773ee87,3
3773ee87,4
3773ee87,5
3773ee87,6
3773ee87,7
3773ee87,8
3773ee87,9
3773ee87,10
3773ee87,11
3779bcee,0
3779bcee,1
3779bcee,2
3779bcee,3
3779bcee,4
3779bcee,5
3779bcee,6
3779bcee,7
3779bcee,8
3779bcee,9
3779bcee,10
3779bcee,11
3780c71c,0
3780c71c,1
3780c71c,2
3780c71c,3
3780c71c,4
3780c71c,5
3780c71c,6
3780c71c,7
3780c71c,8
3780c71c,9
3780c71c,10
3780c71c,11
3782f7fc,0
3782f7fc,1
3782f7fc,2
3782f7fc,3
3782f7fc,4
3782f7fc,5
3782f7fc,6
3782f7fc,7
3782f7fc,8
3782f7fc,9
3782f7fc,10
3782f7fc,11
3785a52e,0
3785a52e,1
3785a52e,2
3785a52e,3
3785a52e,4
3785a52e,5
3785a52e,6
3785a52e,7
3785a52e,8
3785a52e,9
3785a52e,10
3785a52e,11
37940549,0
37940549,1
37940549,2
37940549,3
37940549,4
37940549,5
37940549,6
37940549,7
37940549,8
37940549,9
37940549,10
37940549,11
3795231b,0
3795231b,1
3795231b,2
3795231b,3
3795231b,4
3795231b,5
3795231b,6
3795231b,7
3795231b,8
3795231b,9
3795231b,10
3795231b,11
379c2e2a,0
379c2e2a,1
379c2e2a,2
379c2e2a,3
379c2e2a,4
379c2e2a,5
379c2e2a,6
379c2e2a,7
379c2e2a,8
379c2e2a,9
379c2e2a,10
379c2e2a,11
37a66587,0
37a66587,1
37a66587,2
37a66587,3
37a66587,4
37a66587,5
37a66587,6
37a66587,7
37a66587,8
37a66587,9
37a66587,10
37a66587,11
37ab0b42,0
37ab0b42,1
37ab0b42,2
37ab0b42,3
37ab0b42,4
37ab0b42,5
37ab0b42,6
37ab0b42,7
37ab0b42,8
37ab0b42,9
37ab0b42,10
37ab0b42,11
37af0bb5,0
37af0bb5,1
37af0bb5,2
37af0bb5,3
37af0bb5,4
37af0bb5,5
37af0bb5,6
37af0bb5,7
37af0bb5,8
37af0bb5,9
37af0bb5,10
37af0bb5,11
37b114e5,0
37b114e5,1
37b114e5,2
37b114e5,3
37b114e5,4
37b114e5,5
37b114e5,6
37b114e5,7
37b114e5,8
37b114e5,9
37b114e5,10
37b114e5,11
37b7071e,0
37b7071e,1
37b7071e,2
37b7071e,3
37b7071e,4
37b7071e,5
37b7071e,6
37b7071e,7
37b7071e,8
37b7071e,9
37b7071e,10
37b7071e,11
37bab0e9,0
37bab0e9,1
37bab0e9,2
37bab0e9,3
37bab0e9,4
37bab0e9,5
37bab0e9,6
37bab0e9,7
37bab0e9,8
37bab0e9,9
37bab0e9,10
37bab0e9,11
37bf83ce,0
37bf83ce,1
37bf83ce,2
37bf83ce,3
37bf83ce,4
37bf83ce,5
37bf83ce,6
37bf83ce,7
37bf83ce,8
37bf83ce,9
37bf83ce,10
37bf83ce,11
37caaea4,0
37caaea4,1
37caaea4,2
37caaea4,3
37caaea4,4
37caaea4,5
37caaea4,6
37caaea4,7
37caaea4,8
37caaea4,9
37caaea4,10
37caaea4,11
37d04f06,0
37d04f06,1
37d04f06,2
37d04f06,3
37d04f06,4
37d04f06,5
37d04f06,6
37d04f06,7
37d04f06,8
37d04f06,9
37d04f06,10
37d04f06,11
37d1e322,0
37d1e322,1
37d1e322,2
37d1e322,3
37d1e322,4
37d1e322,5
37d1e322,6
37d1e322,7
37d1e322,8
37d1e322,9
37d1e322,10
37d1e322,11
37dd659d,0
37dd659d,1
37dd659d,2
37dd659d,3
37dd659d,4
37dd659d,5
37dd659d,6
37dd659d,7
37dd659d,8
37dd659d,9
37dd659d,10
37dd659d,11
37e0c214,0
37e0c214,1
37e0c214,2
37e0c214,3
37e0c214,4
37e0c214,5
37e0c214,6
37e0c214,7
37e0c214,8
37e0c214,9
37e0c214,10
37e0c214,11
37e5022d,0
37e5022d,1
37e5022d,2
37e5022d,3
37e5022d,4
37e5022d,5
37e5022d,6
37e5022d,7
37e5022d,8
37e5022d,9
37e5022d,10
37e5022d,11
37e5384d,0
37e5384d,1
37e5384d,2
37e5384d,3
37e5384d,4
37e5384d,5
37e5384d,6
37e5384d,7
37e5384d,8
37e5384d,9
37e5384d,10
37e5384d,11
37ebe6c3,0
37ebe6c3,1
37ebe6c3,2
37ebe6c3,3
37ebe6c3,4
37ebe6c3,5
37ebe6c3,6
37ebe6c3,7
37ebe6c3,8
37ebe6c3,9
37ebe6c3,10
37ebe6c3,11
37ee5712,0
37ee5712,1
37ee5712,2
37ee5712,3
37ee5712,4
37ee5712,5
37ee5712,6
37ee5712,7
37ee5712,8
37ee5712,9
37ee5712,10
37ee5712,11
37ef2975,0
37ef2975,1
37ef2975,2
37ef2975,3
37ef2975,4
37ef2975,5
37ef2975,6
37ef2975,7
37ef2975,8
37ef2975,9
37ef2975,10
37ef2975,11
37f6302f,0
37f6302f,1
37f6302f,2
37f6302f,3
37f6302f,4
37f6302f,5
37f6302f,6
37f6302f,7
37f6302f,8
37f6302f,9
37f6302f,10
37f6302f,11
380d96a5,0
380d96a5,1
380d96a5,2
380d96a5,3
380d96a5,4
380d96a5,5
380d96a5,6
380d96a5,7
380d96a5,8
380d96a5,9
380d96a5,10
380d96a5,11
38107a51,0
38107a51,1
38107a51,2
38107a51,3
38107a51,4
38107a51,5
38107a51,6
38107a51,7
38107a51,8
38107a51,9
38107a51,10
38107a51,11
38118e4f,0
38118e4f,1
38118e4f,2
38118e4f,3
38118e4f,4
38118e4f,5
38118e4f,6
38118e4f,7
38118e4f,8
38118e4f,9
38118e4f,10
38118e4f,11
3813d224,0
3813d224,1
3813d224,2
3813d224,3
3813d224,4
3813d224,5
3813d224,6
3813d224,7
3813d224,8
3813d224,9
3813d224,10
3813d224,11
3820b80f,0
3820b80f,1
3820b80f,2
3820b80f,3
3820b80f,4
3820b80f,5
3820b80f,6
3820b80f,7
3820b80f,8
3820b80f,9
3820b80f,10
3820b80f,11
38276f1f,0
38276f1f,1
38276f1f,2
38276f1f,3
38276f1f,4
38276f1f,5
38276f1f,6
38276f1f,7
38276f1f,8
38276f1f,9
38276f1f,10
38276f1f,11
382c7860,0
382c7860,1
382c7860,2
382c7860,3
382c7860,4
382c7860,5
382c7860,6
382c7860,7
382c7860,8
382c7860,9
382c7860,10
382c7860,11
38309c70,0
38309c70,1
38309c70,2
38309c70,3
38309c70,4
38309c70,5
38309c70,6
38309c70,7
38309c70,8
38309c70,9
38309c70,10
38309c70,11
383584be,0
383584be,1
383584be,2
383584be,3
383584be,4
383584be,5
383584be,6
383584be,7
383584be,8
383584be,9
383584be,10
383584be,11
38395dc8,0
38395dc8,1
38395dc8,2
38395dc8,3
38395dc8,4
38395dc8,5
38395dc8,6
38395dc8,7
38395dc8,8
38395dc8,9
38395dc8,10
38395dc8,11
383dabdc,0
383dabdc,1
383dabdc,2
383dabdc,3
383dabdc,4
383dabdc,5
383dabdc,6
383dabdc,7
383dabdc,8
383dabdc,9
383dabdc,10
383dabdc,11
383e6624,0
383e6624,1
383e6624,2
383e6624,3
383e6624,4
383e6624,5
383e6624,6
383e6624,7
383e6624,8
383e6624,9
383e6624,10
383e6624,11
383f34d3,0
383f34d3,1
383f34d3,2
383f34d3,3
383f34d3,4
383f34d3,5
383f34d3,6
383f34d3,7
383f34d3,8
383f34d3,9
383f34d3,10
383f34d3,11
3844979b,0
3844979b,1
3844979b,2
3844979b,3
3844979b,4
3844979b,5
3844979b,6
3844979b,7
3844979b,8
3844979b,9
3844979b,10
3844979b,11
384e5ba9,0
384e5ba9,1
384e5ba9,2
384e5ba9,3
384e5ba9,4
384e5ba9,5
384e5ba9,6
384e5ba9,7
384e5ba9,8
384e5ba9,9
384e5ba9,10
384e5ba9,11
38511d80,0
38511d80,1
38511d80,2
38511d80,3
38511d80,4
38511d80,5
38511d80,6
38511d80,7
38511d80,8
38511d80,9
38511d80,10
38511d80,11
3864f956,0
3864f956,1
3864f956,2
3864f956,3
3864f956,4
3864f956,5
3864f956,6
3864f956,7
3864f956,8
3864f956,9
3864f956,10
3864f956,11
38720139,0
38720139,1
38720139,2
38720139,3
38720139,4
38720139,5
38720139,6
38720139,7
38720139,8
38720139,9
38720139,10
38720139,11
387817bd,0
387817bd,1
387817bd,2
387817bd,3
387817bd,4
387817bd,5
387817bd,6
387817bd,7
387817bd,8
387817bd,9
387817bd,10
387817bd,11
388e97c6,0
388e97c6,1
388e97c6,2
388e97c6,3
388e97c6,4
388e97c6,5
388e97c6,6
388e97c6,7
388e97c6,8
388e97c6,9
388e97c6,10
388e97c6,11
38980c52,0
38980c52,1
38980c52,2
38980c52,3
38980c52,4
38980c52,5
38980c52,6
38980c52,7
38980c52,8
38980c52,9
38980c52,10
38980c52,11
389c8177,0
389c8177,1
389c8177,2
389c8177,3
389c8177,4
389c8177,5
389c8177,6
389c8177,7
389c8177,8
389c8177,9
389c8177,10
389c8177,11
38a76e6f,0
38a76e6f,1
38a76e6f,2
38a76e6f,3
38a76e6f,4
38a76e6f,5
38a76e6f,6
38a76e6f,7
38a76e6f,8
38a76e6f,9
38a76e6f,10
38a76e6f,11
38aac3a8,0
38aac3a8,1
38aac3a8,2
38aac3a8,3
38aac3a8,4
38aac3a8,5
38aac3a8,6
38aac3a8,7
38aac3a8,8
38aac3a8,9
38aac3a8,10
38aac3a8,11
38b35fbf,0
38b35fbf,1
38b35fbf,2
38b35fbf,3
38b35fbf,4
38b35fbf,5
38b35fbf,6
38b35fbf,7
38b35fbf,8
38b35fbf,9
38b35fbf,10
38b35fbf,11
38c1ff72,0
38c1ff72,1
38c1ff72,2
38c1ff72,3
38c1ff72,4
38c1ff72,5
38c1ff72,6
38c1ff72,7
38c1ff72,8
38c1ff72,9
38c1ff72,10
38c1ff72,11
38d42130,0
38d42130,1
38d42130,2
38d42130,3
38d42130,4
38d42130,5
38d42130,6
38d42130,7
38d42130,8
38d42130,9
38d42130,10
38d42130,11
38d6d836,0
38d6d836,1
38d6d836,2
38d6d836,3
38d6d836,4
38d6d836,5
38d6d836,6
38d6d836,7
38d6d836,8
38d6d836,9
38d6d836,10
38d6d836,11
38d9979d,0
38d9979d,1
38d9979d,2
38d9979d,3
38d9979d,4
38d9979d,5
38d9979d,6
38d9979d,7
38d9979d,8
38d9979d,9
38d9979d,10
38d9979d,11
38da6fb7,0
38da6fb7,1
38da6fb7,2
38da6fb7,3
38da6fb7,4
38da6fb7,5
38da6fb7,6
38da6fb7,7
38da6fb7,8
38da6fb7,9
38da6fb7,10
38da6fb7,11
38e81607,0
38e81607,1
38e81607,2
38e81607,3
38e81607,4
38e81607,5
38e81607,6
38e81607,7
38e81607,8
38e81607,9
38e81607,10
38e81607,11
38e926b9,0
38e926b9,1
38e926b9,2
38e926b9,3
38e926b9,4
38e926b9,5
38e926b9,6
38e926b9,7
38e926b9,8
38e926b9,9
38e926b9,10
38e926b9,11
38f0daca,0
38f0daca,1
38f0daca,2
38f0daca,3
38f0daca,4
38f0daca,5
38f0daca,6
38f0daca,7
38f0daca,8
38f0daca,9
38f0daca,10
38f0daca,11
38f749ad,0
38f749ad,1
38f749ad,2
38f749ad,3
38f749ad,4
38f749ad,5
38f749ad,6
38f749ad,7
38f749ad,8
38f749ad,9
38f749ad,10
38f749ad,11
38f8d98f,0
38f8d98f,1
38f8d98f,2
38f8d98f,3
38f8d98f,4
38f8d98f,5
38f8d98f,6
38f8d98f,7
38f8d98f,8
38f8d98f,9
38f8d98f,10
38f8d98f,11
38fcd9a5,0
38fcd9a5,1
38fcd9a5,2
38fcd9a5,3
38fcd9a5,4
38fcd9a5,5
38fcd9a5,6
38fcd9a5,7
38fcd9a5,8
38fcd9a5,9
38fcd9a5,10
38fcd9a5,11
38ff6f05,0
38ff6f05,1
38ff6f05,2
38ff6f05,3
38ff6f05,4
38ff6f05,5
38ff6f05,6
38ff6f05,7
38ff6f05,8
38ff6f05,9
38ff6f05,10
38ff6f05,11
3914f382,0
3914f382,1
3914f382,2
3914f382,3
3914f382,4
3914f382,5
3914f382,6
3914f382,7
3914f382,8
