,chipid,month,score
2204,41ccaa73,11,0.999
2205,41dbfaed,8,0.942
2206,41f4b253,5,0.972
2207,41f5dfbd,6,0.976
2208,4209a502,5,0.975
2209,420d9905,6,0.989
2210,4212b71d,11,0.851
2211,42138c5e,3,0.84
2212,4219840d,4,0.96
2213,42252aa2,6,0.9299999999999999
2214,4225f957,0,0.912
2215,422f376b,5,0.947
2216,4235d67c,4,0.974
2217,4236bb10,5,0.977
2218,4245e159,7,0.923
2219,424b6a4f,7,0.983
2220,42587bf5,9,0.991
2221,425befdf,8,1.0
2222,4268ea71,7,0.846
2223,42784032,7,0.909
2224,428dc018,7,0.909
2225,429526aa,8,1.0
2226,4297297b,11,0.992
2227,429e5bca,7,0.784
2228,42a52fa9,1,0.882
2229,42a8a441,2,0.8260000000000001
2230,42b5ac06,2,0.857
2231,42b64b34,1,0.972
2232,42b873cf,0,0.923
2233,42baa73b,0,0.794
2234,42bd8067,5,1.0
2235,42bf3570,6,0.858
2236,42d10eb5,3,0.923
2237,42e51f70,0,0.969
2238,42e60254,9,0.962
2239,42e6ff0f,6,0.983
2240,42f5eaba,6,0.904
2241,42fbced2,0,0.997
2242,4301391f,2,0.8180000000000001
2243,43026810,8,1.0
2244,4317a3e0,7,0.806
2245,43228b93,2,0.849
2246,43288b47,5,0.746
2247,43396963,10,0.944
2248,433cb525,9,0.813
2249,433d1d24,6,0.981
2250,433e3dd6,4,0.979
2251,43481cbb,5,0.947
2252,4349e613,0,0.915
2253,4363d4be,5,0.977
2254,436a4440,5,0.963
2255,436c7c16,2,0.819
2256,436d1270,1,1.0
2257,436d32bb,1,0.952
2258,43738184,11,0.752
2259,437471c0,7,0.976
2260,437f132f,11,0.618
2261,4384f1eb,7,0.953
2262,439247e7,6,0.971
2263,4393c7c8,2,0.996
2264,4393faa3,6,0.978
2265,439b9ac9,5,0.999
2266,43aa70a2,6,0.991
2267,43c17e8b,4,0.959
2268,43c91435,7,0.902
2269,43cbeab1,2,0.998
2270,43d1bb0f,4,0.9319999999999999
2271,43d681f2,11,0.9339999999999999
2272,43dae5e2,5,0.975
2273,43e2b7be,5,0.915
2274,43f046e9,7,0.9359999999999999
2275,43f719cc,7,0.956
2276,43f98318,6,0.965
2277,43fb066a,4,0.935
2278,44029146,8,0.737
2279,4408e972,11,0.917
2280,44091292,2,0.961
2281,4419577e,5,0.981
2282,441d0238,7,0.916
2283,44248a6c,6,0.808
2284,4433979f,7,0.9339999999999999
2285,4435b6d0,5,1.0
2286,443e8e66,8,0.795
2287,44488db9,1,0.854
2288,44516e8c,5,0.984
2289,445e22c2,2,0.913
2290,445f51be,6,0.987
2291,445fe815,6,0.977
2292,4461b6f5,6,0.884
2293,446b58c8,8,0.8240000000000001
2294,446e1881,5,0.97
2295,44739687,1,0.924
2296,4497468f,2,0.8049999999999999
2297,4497aa39,5,0.979
2298,44992f80,1,0.9299999999999999
2299,44ab1be0,6,0.92
2300,44ad41fe,5,1.0
2301,44afa366,10,0.863
2302,44bdcbcc,2,0.81
2303,44c1e0c6,6,0.901
2304,44c38b32,11,0.955
2305,44d0a7f1,5,0.948
2306,44d3d930,4,0.898
2307,44d6ea56,11,0.8
2308,44d9b4fd,7,0.77
2309,44dec881,1,0.955
2310,4507bbbf,11,0.819
2311,450c0d79,6,0.92
2312,451348aa,2,0.884
2313,45282a9c,8,1.0
2314,452d2f39,6,0.6619999999999999
2315,45386ff6,6,0.866
2316,45419504,2,0.9390000000000001
2317,454f30ea,5,0.9339999999999999
2318,4566bc2d,11,0.795
2319,4576af7b,5,0.989
2320,4583cd81,1,0.913
2321,458541ea,6,0.979
2322,459059d9,7,0.812
2323,4595055c,7,0.879
2324,45a1d72f,6,0.969
2325,45a3750e,2,0.991
2326,45a49e63,6,0.725
2327,45a750e2,8,0.923
2328,45ad12f6,11,0.778
2329,45bbbdbf,2,0.969
2330,45be533b,6,0.901
2331,45c2b1b6,11,0.944
2332,45c5ce4e,5,0.971
2333,45c699eb,9,0.756
2334,45d54971,0,0.917
2335,45d5a72e,0,0.973
2336,45d8093e,5,0.98
2337,45e009f3,8,0.911
2338,45e253e2,2,0.98
2339,45ead40e,5,0.919
2340,45f4dff5,6,0.98
2341,45fb7068,7,0.908
2342,4602ada5,6,0.913
2343,460a7643,8,1.0
2344,46108a8a,4,0.985
2345,4611aa55,5,0.956
2346,4618c2da,5,0.977
2347,461cedae,8,0.995
2348,462b919f,5,0.946
2349,462e7539,7,0.924
2350,4638c127,6,0.975
2351,46427bf4,2,0.889
2352,46450933,1,0.918
2353,4645a6e4,5,0.993
2354,46471e86,6,0.971
2355,4668bfe6,9,0.729
2356,467130bd,1,0.904
2357,467d1c5e,2,1.0
2358,467fd450,5,0.963
2359,46899a4f,7,0.9359999999999999
2360,468f17b8,4,0.962
2361,4692563f,6,0.972
2362,46a18265,4,0.983
2363,46aacb73,2,0.858
2364,46aba72c,5,0.988
2365,46b1088c,1,0.983
2366,46b913de,6,0.924
2367,46bbb89c,5,0.984
2368,46c420a9,4,0.995
2369,46c47554,3,0.888
2370,46ca4055,2,0.849
2371,46cc7b61,5,0.981
2372,46d00abc,6,0.848
2373,46d1fe79,4,0.889
2374,46e3b829,4,0.859
2375,46ea0d52,10,0.9
2376,46f4332d,5,0.956
2377,470864c8,3,0.973
2378,470b00e2,7,0.976
2379,4710730c,8,0.975
2380,471760f4,5,0.986
2381,4723c0dc,7,0.983
2382,4741007f,5,1.0
2383,475474c4,2,0.945
2384,475e03f0,7,0.898
2385,476b4b9e,6,0.878
2386,476ffe21,9,0.6
2387,477c3997,6,0.938
2388,4785307f,10,0.823
2389,478732b0,1,0.97
2390,478e12c2,6,0.962
2391,478ea4df,2,0.944
2392,4790ee95,11,0.951
2393,479938e1,7,0.977
2394,47be6b53,10,0.859
2395,47be8408,11,0.901
2396,47c17292,11,0.764
2397,47c27abb,5,0.994
2398,47c6be30,1,0.877
2399,47d1b790,8,0.899
2400,47e90bb4,11,0.8049999999999999
2401,47ea627f,6,0.972
2402,47f80ee5,6,1.0
2403,47ff4523,4,0.946
2404,4803a402,5,0.972
2405,4805c945,5,0.9359999999999999
2406,4811bd19,2,0.794
2407,4813511a,9,0.922
2408,48160bdb,7,0.821
2409,48209547,6,0.8009999999999999
2410,48232773,1,0.951
2411,482bc2f9,5,0.91
2412,482fbb62,5,0.972
2413,483dcc75,6,0.857
2414,4847ed33,4,0.942
2415,484dd557,7,0.751
2416,4852ef1e,5,0.9319999999999999
2417,48656349,11,0.675
2418,4865e48d,1,0.955
2419,48697010,4,0.9299999999999999
2420,486c3ad0,3,0.7989999999999999
2421,486c742b,4,0.976
2422,486d18ff,2,0.897
2423,487352ff,6,0.997
2424,48749d89,4,0.951
2425,4876a672,5,0.968
2426,487759a6,2,0.874
2427,4877a82c,7,0.909
2428,4878f9cd,10,0.852
2429,487f3afe,1,0.976
2430,4883fda1,5,0.967
2431,488fd059,3,0.758
2432,48910077,6,0.911
2433,4894d6c1,6,0.918
2434,4899ae4b,2,0.986
2435,489e89d5,1,0.845
2436,489f214f,7,0.902
2437,48a4cace,5,0.891
2438,48b94dd6,5,0.987
2439,48bf8975,0,0.963
2440,48bfa2d4,7,0.847
2441,48c13286,0,0.8220000000000001
2442,48c27a50,6,0.919
2443,48c77d83,9,1.0
2444,48ccea46,11,0.891
2445,48d251d0,2,0.967
2446,48dcaf51,2,0.9359999999999999
2447,48e9a33d,2,0.875
2448,48ee7c9f,7,0.731
2449,48efcc11,8,1.0
2450,48f66fe6,6,0.857
2451,4905177d,5,0.973
2452,490fb911,5,0.982
2453,492c662e,7,0.985
2454,4936b2a0,11,0.841
2455,493eb6f4,5,0.972
2456,494083cb,5,0.958
2457,49411598,7,0.978
2458,49469d57,10,0.868
2459,4951bfd3,3,0.8260000000000001
2460,49557739,5,0.992
2461,49695022,8,0.609
2462,496e7cde,5,0.975
2463,497b4585,7,0.9390000000000001
2464,497b7d5f,4,0.95
2465,497db42b,7,0.8240000000000001
2466,49852b16,4,0.9390000000000001
2467,49893cc2,8,1.0
2468,4989ac26,2,0.92
2469,49902696,3,0.7030000000000001
2470,4999304b,11,0.915
2471,499b075f,10,0.904
2472,49a45b5a,7,0.922
2473,49a5d975,6,0.938
2474,49a613a9,11,0.982
2475,49a82e19,1,0.942
2476,49aa10ab,7,0.865
2477,49abd286,8,1.0
2478,49b4a985,8,0.671
2479,49c61083,1,1.0
2480,49c9a8f8,1,0.999
2481,49ca058e,2,0.795
2482,49cec594,0,0.978
2483,49e88799,5,1.0
2484,49ef2836,4,0.92
2485,49f00d7b,6,0.926
2486,4a262415,1,0.989
2487,4a298b48,7,0.6599999999999999
2488,4a2a76f7,9,0.791
2489,4a2ecf26,7,0.912
2490,4a34295b,5,0.977
2491,4a361f0b,11,0.872
2492,4a374c1a,5,0.965
2493,4a3a4a14,5,0.961
2494,4a408699,5,0.963
2495,4a50059a,4,1.0
2496,4a574f23,11,0.903
2497,4a6067b0,1,0.898
2498,4a6680c1,1,0.85
2499,4a6e2db9,4,0.979
2500,4a7c9451,6,1.0
2501,4a81cccd,8,1.0
2502,4a8476d7,9,0.887
2503,4a89a571,2,0.976
2504,4a91b6fd,6,0.854
2505,4a96b2a7,9,0.914
2506,4aa3f794,7,0.913
2507,4aa639ec,7,0.929
2508,4aad0c6e,1,0.984
2509,4abb5df5,5,0.935
2510,4abdf19f,7,0.969
2511,4abeab14,5,0.959
2512,4ade1432,8,0.971
2513,4ae8ba78,2,0.8049999999999999
2514,4aeca8e3,5,0.9
2515,4aefa4c5,0,0.898
2516,4afe30d7,0,1.0
2517,4b0eedce,1,0.997
2518,4b159655,5,0.964
2519,4b181c15,5,0.887
2520,4b236c3f,0,0.918
2521,4b342ceb,5,0.951
2522,4b3542ba,11,0.915
2523,4b66b4f7,5,0.978
2524,4b6ad2ed,7,0.916
2525,4b8170e2,7,0.955
2526,4b8d1dfd,2,0.755
2527,4b8ed3ed,6,0.966
2528,4b959c50,11,0.906
2529,4ba26626,7,0.794
2530,4ba93143,1,0.94
2531,4bae0cde,11,1.0
2532,4baf52b5,4,0.99
2533,4bbfa883,11,1.0
2534,4bc0c457,2,0.897
2535,4bc822fc,7,0.44399999999999995
2536,4bc9f13e,3,0.847
2537,4bd1c588,5,0.902
2538,4bd91a9a,3,0.848
2539,4bf322eb,1,0.982
2540,4bfeeada,11,0.836
2541,4c01fb8e,3,0.845
2542,4c042d49,6,0.969
2543,4c05ae93,3,0.746
2544,4c0f1700,11,0.968
2545,4c1b37f8,2,0.957
2546,4c215f38,6,0.978
2547,4c268cf7,3,0.973
2548,4c2744cb,10,0.983
2549,4c2bb652,6,0.736
2550,4c2c9093,11,0.911
2551,4c2da063,7,0.813
2552,4c2e2f1b,8,0.99
2553,4c2f6bf0,5,0.902
2554,4c33c5ff,2,0.892
2555,4c36428a,11,0.788
2556,4c380d32,6,0.892
2557,4c3bb7b5,7,0.97
2558,4c3cc3ab,5,0.986
2559,4c3fe35e,6,1.0
2560,4c44b2c2,9,0.927
2561,4c4c175f,0,1.0
2562,4c5cc96b,7,0.915
2563,4c643aef,11,0.704
2564,4c6887b8,2,0.8200000000000001
2565,4c68eadb,6,0.808
2566,4c700933,2,0.919
2567,4c744a9a,11,0.786
2568,4c837377,5,0.966
2569,4c9327a1,10,0.923
2570,4caa3693,5,0.9390000000000001
2571,4caf3b01,6,0.9319999999999999
2572,4cb57ce4,3,0.778
2573,4cbc9aeb,6,0.873
2574,4cbfb180,7,0.831
2575,4cbfbf43,5,0.985
2576,4ccb29f0,10,0.774
2577,4ccd4ae1,6,0.858
2578,4cd74f27,5,0.923
2579,4cfa5146,5,0.756
2580,4d108804,6,0.794
2581,4d1c1e27,6,0.96
2582,4d26c396,6,0.894
2583,4d27a2c8,4,1.0
2584,4d434e54,2,0.989
2585,4d44a82d,5,0.972
2586,4d49988c,5,0.975
2587,4d4ec134,4,0.957
2588,4d56fd82,2,0.825
2589,4d71e82a,1,0.974
2590,4d731b1e,7,0.947
2591,4d7400b5,3,0.858
2592,4d8000e5,6,0.963
2593,4d848a10,5,0.958
2594,4d94cb55,0,0.9299999999999999
2595,4da1018e,11,0.861
2596,4da1ea29,7,0.9339999999999999
2597,4db3bcb3,11,0.898
2598,4dc06728,11,0.86
2599,4dc4a200,11,0.889
2600,4dc73c82,5,0.968
2601,4ddb3170,6,0.958
2602,4de76d25,7,0.838
2603,4deaa04a,5,0.977
2604,4df45c4f,5,0.916
2605,4e00ccfd,5,0.889
2606,4e05d857,9,0.962
2607,4e07980e,4,0.951
2608,4e07e195,7,0.95
2609,4e082fed,5,0.952
2610,4e165d25,1,0.8049999999999999
2611,4e1c339d,6,0.754
2612,4e2959c2,1,0.938
2613,4e2c402b,2,0.994
2614,4e2e817b,5,0.96
2615,4e2f154d,11,0.802
2616,4e34a0a1,2,0.895
2617,4e3612ce,5,0.962
2618,4e3e2a6c,5,0.982
2619,4e42903e,8,0.917
2620,4e48a7d7,5,0.985
2621,4e4e2a74,7,0.884
2622,4e534bfa,5,0.989
2623,4e53b036,4,0.851
2624,4e54622e,7,0.892
2625,4e5d4d74,5,0.994
2626,4e5e5e57,7,0.944
2627,4e7093ba,5,0.975
2628,4e92f479,5,0.917
2629,4e971fe6,5,0.83
2630,4ea004e3,1,0.975
2631,4ea96d05,6,0.9
2632,4eaf8469,10,0.6970000000000001
2633,4eb66589,11,0.915
2634,4eb6802b,5,0.955
2635,4ebab6c8,4,0.912
2636,4ec1448a,9,0.947
2637,4ec27832,7,0.861
2638,4ec658dc,6,0.909
2639,4ed0d1fc,6,0.851
2640,4ed45eb8,4,0.975
2641,4ed9893c,5,0.97
2642,4edfc3a3,2,0.994
2643,4ee48efc,1,0.955
2644,4ee7384e,0,0.904
2645,4efacaf9,6,0.975
2646,4efb723e,5,0.957
2647,4efe5ed2,6,0.774
2648,4f019631,11,0.8180000000000001
2649,4f15f571,11,0.844
2650,4f1cdf46,9,0.761
2651,4f2d6206,1,0.88
2652,4f349d09,3,0.981
2653,4f3e652c,7,0.956
2654,4f48224d,5,0.975
2655,4f48dfa8,11,0.706
2656,4f4e01da,5,0.956
2657,4f4f662f,8,1.0
2658,4f51d600,5,0.951
2659,4f52f9de,4,0.979
2660,4f59e5c9,8,1.0
2661,4f5f2160,5,0.959
2662,4f631724,2,0.8160000000000001
2663,4f663b2e,7,0.875
2664,4f6a518a,6,0.656
2665,4f77110d,1,0.952
2666,4f7d675a,4,0.972
2667,4f81a448,11,0.7150000000000001
2668,4f851118,2,0.898
2669,4f8f05ad,6,0.968
2670,4f91d28d,2,0.8009999999999999
2671,4f949c0e,9,0.957
2672,4f95fe22,5,0.965
2673,4f99566d,2,0.827
2674,4fa54ecf,10,0.924
2675,4faaec59,6,0.835
2676,4fbb1270,1,0.8260000000000001
2677,4fe2f9f9,9,1.0
2678,4ffe9e89,11,0.971
2679,50022327,7,0.966
2680,5006b266,11,0.909
2681,5009ae88,5,0.969
2682,5014407d,2,0.912
2683,5017a571,5,0.857
2684,501adf4f,6,0.924
2685,50270021,6,0.817
2686,5029b107,6,0.87
2687,502ba4e4,7,0.96
2688,502cfb44,8,1.0
2689,50312913,6,0.6910000000000001
2690,503378f3,5,0.95
2691,5033fe2c,2,0.872
2692,50352979,2,0.85
2693,503b5177,11,0.964
2694,503f6d3d,6,0.817
2695,5040d776,10,0.866
2696,50478281,9,0.914
2697,504e9d1e,2,0.947
2698,5054c8f6,3,0.8240000000000001
2699,5056c882,0,0.902
2700,505701ec,5,0.971
2701,506e3e4a,4,0.958
2702,509b9c21,5,0.982
2703,509e4dbf,2,0.9
2704,50a1dcb7,5,0.986
2705,50a6a899,7,0.788
2706,50ad7c5b,6,0.821
2707,50b2fcde,0,0.902
2708,50b6ca9d,5,0.967
2709,50b952e1,6,0.983
2710,50bb920e,6,0.9390000000000001
2711,50c3429d,7,0.841
2712,50db2bd1,5,0.847
2713,50dcdd3f,11,0.937
2714,50e1e66d,10,1.0
2715,50f96933,2,0.9390000000000001
2716,50fa8619,9,0.981
2717,50fe0a1f,5,0.956
2718,5106454d,6,0.9299999999999999
2719,51090d99,6,0.981
2720,51241122,8,0.922
2721,51257d6c,6,0.9390000000000001
2722,512ef0be,4,0.959
2723,5131dcf3,5,0.974
2724,513e57b2,5,0.972
2725,5141322c,1,0.923
2726,51583268,7,0.903
2727,516785e8,8,0.744
2728,5169f13d,7,0.911
2729,516b2e91,1,0.979
2730,516cc028,10,1.0
2731,51728406,9,0.991
2732,5182e7db,3,0.858
2733,51890d85,1,0.953
2734,51b6800c,2,0.951
2735,51b75e20,2,0.845
2736,51ca7b99,2,0.999
2737,51d234ae,4,0.969
2738,51d53971,8,0.953
2739,51d93376,8,0.917
2740,51dc78d3,5,0.969
2741,51e1db4f,5,0.967
2742,51e245a8,5,0.972
2743,51f12477,1,0.989
2744,520200a0,10,0.833
2745,5209306d,3,0.87
2746,520b28e3,2,0.8109999999999999
2747,520eeb54,11,0.869
2748,5210320c,8,1.0
2749,521e0fe7,6,0.969
2750,5228e21d,6,0.963
2751,522a5ee6,6,0.969
2752,522ca516,2,0.859
2753,52343e5a,5,0.976
2754,52388b34,1,0.944
2755,52514952,5,0.969
2756,52558579,4,0.975
2757,525bb92e,7,0.819
2758,526b95e5,5,0.982
2759,526ef3bd,11,0.796
2760,5273ccbe,1,0.994
2761,52796af6,9,1.0
2762,5283a848,11,0.997
2763,5284768d,4,0.888
2764,52858760,5,0.992
2765,5285cfd2,2,0.839
2766,528901fc,5,0.955
2767,5291a9df,6,0.979
2768,5294c4a7,1,0.815
2769,52953c9a,6,0.99
2770,5299d3bf,5,0.952
2771,52a7360d,11,0.823
2772,52a84c5a,10,0.759
2773,52b1d478,9,0.997
2774,52b51a6d,5,0.975
2775,52b61aa4,2,0.864
2776,52b68f9f,5,0.972
2777,52bd8dd9,6,0.9299999999999999
2778,52d4b426,4,0.968
2779,52dab989,1,0.944
2780,52de3fbe,6,0.892
2781,52e1d361,6,0.915
2782,52e56fd7,0,1.0
2783,52f0ea60,7,0.729
2784,52f2b7a1,6,0.832
2785,52f48bda,2,0.8069999999999999
2786,52f8b1a0,6,0.861
2787,52fc4b30,5,0.957
2788,5302c05a,6,0.798
2789,53095eac,10,0.995
2790,53102c1e,10,1.0
2791,5314a294,5,0.984
2792,53190565,7,0.913
2793,531965df,1,0.833
2794,532a13ca,5,0.955
2795,53313913,6,0.907
2796,533c14e4,8,0.92
2797,533d3ca4,5,0.976
2798,534539a2,6,0.973
2799,53514e68,2,0.9339999999999999
2800,5351ff3e,4,0.968
2801,5352ace9,10,0.871
2802,535a4670,5,0.965
2803,5372d691,2,0.922
2804,5374e3e1,0,0.904
2805,53771de5,4,0.994
2806,5379604b,5,0.946
2807,537f2249,0,1.0
2808,5396004d,4,0.979
2809,539af514,1,0.945
2810,539f369f,5,0.951
2811,53b4e229,5,0.992
2812,53ba7024,8,0.881
2813,53cc4958,5,0.97
2814,53d88292,8,0.94
2815,53e93b9f,6,0.952
2816,53ebd040,5,0.983
2817,53f78be8,5,0.966
2818,53febcb2,5,0.878
2819,5400b6c7,7,0.913
2820,54054b63,5,0.965
2821,540681f3,9,0.995
2822,54085657,5,0.8280000000000001
2823,541d6d32,5,0.847
2824,5428ba1b,9,0.7050000000000001
2825,54295bdf,10,0.942
2826,542e88e7,11,0.894
2827,543585f7,5,0.986
2828,54389ec2,1,0.999
2829,5442d1d0,0,0.907
2830,54481bc6,2,0.791
2831,544f9d7d,2,0.966
2832,545fffcb,6,0.967
2833,547806f3,10,0.856
2834,547c803a,6,0.7150000000000001
2835,547decc6,6,0.974
2836,54812e2a,2,0.965
2837,548e3296,6,0.891
2838,54964462,2,0.7969999999999999
2839,54a84b0c,11,0.7110000000000001
2840,54bc9277,5,0.862
2841,54c52bec,3,0.878
2842,54ce411e,10,0.722
2843,54d9f1fa,0,0.961
2844,54db0708,1,0.8200000000000001
2845,54e0766a,1,0.918
2846,54e46809,7,0.89
2847,54f70d6c,9,0.777
2848,55041ffd,10,0.791
2849,550f9800,7,0.8240000000000001
2850,551a3757,11,0.888
2851,551fa016,5,0.958
2852,5521a4ea,5,0.982
2853,55342174,10,0.813
2854,5535580b,5,0.871
2855,55390d2c,11,0.928
2856,5540b5f2,8,0.996
2857,5544f69b,0,0.955
2858,5549a5f1,6,0.866
2859,554ed1e7,4,0.978
2860,55628ff0,4,0.973
2861,556c970c,5,0.893
2862,55774706,7,0.841
2863,55859646,4,0.987
2864,5589401a,4,1.0
2865,5589d381,0,0.986
2866,558a3569,5,0.96
2867,55934a27,2,0.925
2868,559fb870,10,0.8240000000000001
2869,55a14920,3,0.876
2870,55a896f3,10,0.964
2871,55b5ee21,4,0.964
2872,55bf8168,7,0.909
2873,55c1e6c2,5,0.917
2874,55cb218e,4,0.974
2875,55d48e54,1,0.9339999999999999
2876,55dcd434,11,0.991
2877,55e2c53c,10,0.827
2878,55e9ff65,2,0.843
2879,55ef592c,1,0.956
2880,55f08b33,2,0.9319999999999999
2881,55f1937c,7,0.908
2882,55faa971,6,0.8160000000000001
2883,560d3c21,3,0.947
2884,561ada71,6,0.983
2885,561b866f,5,0.979
2886,5621aa3b,2,0.921
2887,56274ceb,2,0.865
2888,562c8385,6,0.976
2889,562d07cb,6,0.952
2890,56400043,11,0.913
2891,56402961,10,0.923
2892,564a16cb,2,0.988
2893,564e35fe,5,0.967
2894,5656881e,7,0.861
2895,565e7d10,7,0.893
2896,5662f665,4,0.979
2897,566d4c1e,10,0.786
2898,56881e3f,6,0.967
2899,5694599d,7,0.909
2900,56951fe6,2,0.856
2901,56964c98,7,0.954
2902,5698f8d7,0,0.956
2903,56a42bdc,5,0.892
2904,56a6da70,5,0.986
2905,56a7ae4a,5,0.972
2906,56a8c64c,10,0.7150000000000001
2907,56abbed2,5,0.986
2908,56ac3ec6,10,0.999
2909,56ac6168,2,0.918
2910,56ad26ee,5,0.966
2911,56aed7a3,5,0.986
2912,56b558dc,8,1.0
2913,56c0cfb7,8,1.0
2914,56cf779f,2,0.758
2915,56d2d95b,0,0.926
2916,56d2f4cc,8,0.91
2917,56dd88be,3,0.867
2918,56df7666,4,0.974
2919,56f1f3d9,5,0.999
2920,5700767c,8,0.596
2921,57039896,10,0.9390000000000001
2922,57040c98,3,0.891
2923,5709b2f4,10,0.912
2924,571c5317,8,1.0
2925,572306c5,5,0.931
2926,5727bd18,4,0.929
2927,572814e5,3,0.732
2928,572c8e15,10,0.889
2929,572cd4af,4,0.979
2930,57486198,6,0.897
2931,574db45b,5,0.9410000000000001
2932,57529412,5,0.961
2933,5758ff05,2,0.971
2934,575baad1,6,0.974
2935,576995d9,5,0.957
2936,576b40f2,3,0.83
2937,5771dc57,4,0.964
2938,57732826,5,0.97
2939,5775939c,6,0.864
2940,577c028a,2,0.951
2941,5784432e,5,0.978
2942,579743f9,5,0.972
2943,579a0e71,5,0.994
2944,57a2e686,4,0.922
2945,57ae20a0,4,0.973
2946,57ae707d,6,0.8280000000000001
2947,57b987e6,4,0.955
2948,57cb2668,6,0.94
2949,57ccf4c2,11,1.0
2950,57d42263,6,0.98
2951,57d631ab,5,0.959
2952,57d7d401,2,0.976
2953,57dc0307,6,0.995
2954,57e24257,7,0.767
2955,57f0ce69,5,0.981
2956,57fd4a58,2,0.8160000000000001
2957,5803ff04,10,0.781
2958,58062538,6,0.8240000000000001
2959,580f49a8,4,0.966
2960,580fbbf0,8,1.0
2961,58172e70,2,0.889
2962,5818feec,1,0.97
2963,5819069c,5,0.967
2964,581c4f4f,7,0.947
2965,5821c1cd,5,0.975
2966,583086ce,5,0.943
2967,5835ab58,11,0.748
2968,584cbcf7,11,0.634
2969,584e3e68,3,0.925
2970,58554409,5,1.0
2971,58563c15,3,0.873
2972,585a66c5,7,0.79
2973,5863b19c,2,0.988
2974,586963ac,6,0.974
2975,586d1fd6,2,0.876
2976,5872af2f,6,0.981
2977,5872e4d5,5,0.919
2978,58764fa4,2,0.991
2979,587c17bb,1,0.971
2980,5888b9f4,4,0.975
2981,588c0efe,8,1.0
2982,5893017e,4,0.959
2983,58938e46,11,0.876
2984,58b001dc,2,0.823
2985,58b4533a,5,0.986
2986,58bdf09d,1,0.916
2987,58bfb923,11,0.997
2988,58c6c3a8,5,0.9339999999999999
2989,58df333c,7,0.95
2990,58e935f0,5,0.975
2991,58ea6492,8,1.0
2992,58ed5834,2,0.993
2993,58fd9072,5,0.91
2994,590f9f4f,2,0.901
2995,59186b61,6,0.985
2996,591a57ff,5,0.948
2997,591de105,7,0.752
2998,59200808,6,0.973
2999,5928d0f4,1,0.998
3000,5929ef10,9,0.702
3001,592a4ea2,8,0.833
3002,593c02a4,2,0.892
3003,593d2380,6,0.967
3004,59402b52,8,0.781
3005,594121d5,10,0.832
3006,59526d80,9,0.769
3007,5953ac94,6,0.986
3008,5957a5cc,1,0.949
3009,5966ca2d,6,0.843
3010,596d1c3d,10,0.843
3011,5979f8fc,8,0.972
3012,598a9bb3,5,0.888
3013,59930c31,5,0.971
3014,599ab469,6,0.895
3015,599e0a82,1,0.9299999999999999
3016,59a368d2,10,0.922
3017,59a9c2db,5,1.0
3018,59b37278,2,0.855
3019,59b92f93,1,0.995
3020,59be4af3,10,0.761
3021,59c90664,8,0.96
3022,59c91c9b,6,0.98
3023,59d0aa76,4,0.996
3024,59dcfa44,9,0.923
3025,59dd88c3,11,0.945
3026,59e1d17b,10,0.877
3027,59e4b726,6,0.988
3028,59e9d976,5,0.907
3029,59ebc330,11,0.76
3030,59f1d91f,5,0.974
3031,59f2ffd8,5,0.971
3032,59fc8d5e,1,0.988
3033,59fddb6d,10,0.731
3034,5a00c0c2,5,0.968
3035,5a030a2e,2,0.874
3036,5a1bc9dd,5,0.957
3037,5a2aa82c,10,0.821
3038,5a2d1b36,2,0.877
3039,5a327e27,5,0.981
3040,5a3a5866,11,0.95
3041,5a4a5f4f,2,0.92
3042,5a517bca,6,0.874
3043,5a525002,6,0.961
3044,5a535ede,6,0.966
3045,5a539eb2,6,0.863
3046,5a683df8,1,0.858
3047,5a737c41,8,0.925
3048,5a79f90f,5,0.98
3049,5a7b41ab,1,0.991
3050,5a7dfb14,4,0.892
3051,5a8105dc,5,0.918
3052,5a88abca,5,0.88
3053,5a8abe43,5,0.98
3054,5a9ab239,7,0.946
3055,5a9e10c8,9,0.9
3056,5aa29796,7,0.767
3057,5aa60f00,4,0.913
3058,5aa723df,5,0.954
3059,5ab33dab,1,0.993
3060,5abcc1df,11,0.902
3061,5ac79796,10,0.786
3062,5aca0302,7,0.98
3063,5acc7439,1,0.786
3064,5ad566bf,7,0.962
3065,5ad5aa38,11,0.808
3066,5ae93037,4,1.0
3067,5af4f533,2,0.938
3068,5af51ce0,1,0.918
3069,5af83b04,7,0.9319999999999999
3070,5afb4ef4,0,0.965
3071,5aff5163,11,0.651
3072,5b079b0d,2,0.8240000000000001
3073,5b096fc0,1,0.952
3074,5b0f2bcd,2,0.995
3075,5b122d44,5,0.95
3076,5b17354c,7,0.9319999999999999
3077,5b1e34a1,3,0.843
3078,5b2b7778,6,0.836
3079,5b305c89,11,0.808
3080,5b35dd74,11,0.945
3081,5b3d2da6,6,0.96
3082,5b5f066e,6,0.983
3083,5b711a4a,11,0.5760000000000001
3084,5b76f1bb,11,0.905
3085,5b8820df,3,0.808
3086,5b8a930b,5,0.892
3087,5b8c03b1,5,0.97
3088,5b90f25b,5,0.927
3089,5b92ed35,8,0.931
3090,5b958240,7,0.9299999999999999
3091,5b96e84b,4,0.984
3092,5b978df9,5,0.933
3093,5ba504e6,6,0.65
3094,5bb263ee,5,0.985
3095,5bb886d8,5,0.966
3096,5bb97720,7,0.956
3097,5bb9e2d3,10,0.949
3098,5bc1be29,5,0.979
3099,5bc3f082,6,0.883
