chipid,month
228b9dc2,4
228b9dc2,5
228b9dc2,6
228b9dc2,7
228b9dc2,8
228b9dc2,9
228b9dc2,10
228b9dc2,11
228f67bc,0
228f67bc,1
228f67bc,2
228f67bc,3
228f67bc,4
228f67bc,5
228f67bc,6
228f67bc,7
228f67bc,8
228f67bc,9
228f67bc,10
228f67bc,11
22914b51,0
22914b51,1
22914b51,2
22914b51,3
22914b51,4
22914b51,5
22914b51,6
22914b51,7
22914b51,8
22914b51,9
22914b51,10
22914b51,11
22a1507e,0
22a1507e,1
22a1507e,2
22a1507e,3
22a1507e,4
22a1507e,5
22a1507e,6
22a1507e,7
22a1507e,8
22a1507e,9
22a1507e,10
22a1507e,11
22b7e96b,0
22b7e96b,1
22b7e96b,2
22b7e96b,3
22b7e96b,4
22b7e96b,5
22b7e96b,6
22b7e96b,7
22b7e96b,8
22b7e96b,9
22b7e96b,10
22b7e96b,11
22cc51b3,0
22cc51b3,1
22cc51b3,2
22cc51b3,3
22cc51b3,4
22cc51b3,5
22cc51b3,6
22cc51b3,7
22cc51b3,8
22cc51b3,9
22cc51b3,10
22cc51b3,11
22d0987b,0
22d0987b,1
22d0987b,2
22d0987b,3
22d0987b,4
22d0987b,5
22d0987b,6
22d0987b,7
22d0987b,8
22d0987b,9
22d0987b,10
22d0987b,11
22db73e4,0
22db73e4,1
22db73e4,2
22db73e4,3
22db73e4,4
22db73e4,5
22db73e4,6
22db73e4,7
22db73e4,8
22db73e4,9
22db73e4,10
22db73e4,11
230db390,0
230db390,1
230db390,2
230db390,3
230db390,4
230db390,5
230db390,6
230db390,7
230db390,8
230db390,9
230db390,10
230db390,11
231022fc,0
231022fc,1
231022fc,2
231022fc,3
231022fc,4
231022fc,5
231022fc,6
231022fc,7
231022fc,8
231022fc,9
231022fc,10
231022fc,11
23141549,0
23141549,1
23141549,2
23141549,3
23141549,4
23141549,5
23141549,6
23141549,7
23141549,8
23141549,9
23141549,10
23141549,11
2314ae92,0
2314ae92,1
2314ae92,2
2314ae92,3
2314ae92,4
2314ae92,5
2314ae92,6
2314ae92,7
2314ae92,8
2314ae92,9
2314ae92,10
2314ae92,11
23159416,0
23159416,1
23159416,2
23159416,3
23159416,4
23159416,5
23159416,6
23159416,7
23159416,8
23159416,9
23159416,10
23159416,11
23172888,0
23172888,1
23172888,2
23172888,3
23172888,4
23172888,5
23172888,6
23172888,7
23172888,8
23172888,9
23172888,10
23172888,11
231a5d2b,0
231a5d2b,1
231a5d2b,2
231a5d2b,3
231a5d2b,4
231a5d2b,5
231a5d2b,6
231a5d2b,7
231a5d2b,8
231a5d2b,9
231a5d2b,10
231a5d2b,11
232b5906,0
232b5906,1
232b5906,2
232b5906,3
232b5906,4
232b5906,5
232b5906,6
232b5906,7
232b5906,8
232b5906,9
232b5906,10
232b5906,11
233091c1,0
233091c1,1
233091c1,2
233091c1,3
233091c1,4
233091c1,5
233091c1,6
233091c1,7
233091c1,8
233091c1,9
233091c1,10
233091c1,11
2333bd5b,0
2333bd5b,1
2333bd5b,2
2333bd5b,3
2333bd5b,4
2333bd5b,5
2333bd5b,6
2333bd5b,7
2333bd5b,8
2333bd5b,9
2333bd5b,10
2333bd5b,11
2337109d,0
2337109d,1
2337109d,2
2337109d,3
2337109d,4
2337109d,5
2337109d,6
2337109d,7
2337109d,8
2337109d,9
2337109d,10
2337109d,11
2345e099,0
2345e099,1
2345e099,2
2345e099,3
2345e099,4
2345e099,5
2345e099,6
2345e099,7
2345e099,8
2345e099,9
2345e099,10
2345e099,11
234a757f,0
234a757f,1
234a757f,2
234a757f,3
234a757f,4
234a757f,5
234a757f,6
234a757f,7
234a757f,8
234a757f,9
234a757f,10
234a757f,11
234bdd78,0
234bdd78,1
234bdd78,2
234bdd78,3
234bdd78,4
234bdd78,5
234bdd78,6
234bdd78,7
234bdd78,8
234bdd78,9
234bdd78,10
234bdd78,11
234fae21,0
234fae21,1
234fae21,2
234fae21,3
234fae21,4
234fae21,5
234fae21,6
234fae21,7
234fae21,8
234fae21,9
234fae21,10
234fae21,11
23522c63,0
23522c63,1
23522c63,2
23522c63,3
23522c63,4
23522c63,5
23522c63,6
23522c63,7
23522c63,8
23522c63,9
23522c63,10
23522c63,11
235884cb,0
235884cb,1
235884cb,2
235884cb,3
235884cb,4
235884cb,5
235884cb,6
235884cb,7
235884cb,8
235884cb,9
235884cb,10
235884cb,11
2361b68d,0
2361b68d,1
2361b68d,2
2361b68d,3
2361b68d,4
2361b68d,5
2361b68d,6
2361b68d,7
2361b68d,8
2361b68d,9
2361b68d,10
2361b68d,11
2365c9ea,0
2365c9ea,1
2365c9ea,2
2365c9ea,3
2365c9ea,4
2365c9ea,5
2365c9ea,6
2365c9ea,7
2365c9ea,8
2365c9ea,9
2365c9ea,10
2365c9ea,11
236b160d,0
236b160d,1
236b160d,2
236b160d,3
236b160d,4
236b160d,5
236b160d,6
236b160d,7
236b160d,8
236b160d,9
236b160d,10
236b160d,11
236d8372,0
236d8372,1
236d8372,2
236d8372,3
236d8372,4
236d8372,5
236d8372,6
236d8372,7
236d8372,8
236d8372,9
236d8372,10
236d8372,11
2370bb80,0
2370bb80,1
2370bb80,2
2370bb80,3
2370bb80,4
2370bb80,5
2370bb80,6
2370bb80,7
2370bb80,8
2370bb80,9
2370bb80,10
2370bb80,11
2384b510,0
2384b510,1
2384b510,2
2384b510,3
2384b510,4
2384b510,5
2384b510,6
2384b510,7
2384b510,8
2384b510,9
2384b510,10
2384b510,11
2397ee78,0
2397ee78,1
2397ee78,2
2397ee78,3
2397ee78,4
2397ee78,5
2397ee78,6
2397ee78,7
2397ee78,8
2397ee78,9
2397ee78,10
2397ee78,11
23983c1e,0
23983c1e,1
23983c1e,2
23983c1e,3
23983c1e,4
23983c1e,5
23983c1e,6
23983c1e,7
23983c1e,8
23983c1e,9
23983c1e,10
23983c1e,11
239e325b,0
239e325b,1
239e325b,2
239e325b,3
239e325b,4
239e325b,5
239e325b,6
239e325b,7
239e325b,8
239e325b,9
239e325b,10
239e325b,11
23a37937,0
23a37937,1
23a37937,2
23a37937,3
23a37937,4
23a37937,5
23a37937,6
23a37937,7
23a37937,8
23a37937,9
23a37937,10
23a37937,11
23af9716,0
23af9716,1
23af9716,2
23af9716,3
23af9716,4
23af9716,5
23af9716,6
23af9716,7
23af9716,8
23af9716,9
23af9716,10
23af9716,11
23b56d8d,0
23b56d8d,1
23b56d8d,2
23b56d8d,3
23b56d8d,4
23b56d8d,5
23b56d8d,6
23b56d8d,7
23b56d8d,8
23b56d8d,9
23b56d8d,10
23b56d8d,11
23b8d945,0
23b8d945,1
23b8d945,2
23b8d945,3
23b8d945,4
23b8d945,5
23b8d945,6
23b8d945,7
23b8d945,8
23b8d945,9
23b8d945,10
23b8d945,11
23c2080f,0
23c2080f,1
23c2080f,2
23c2080f,3
23c2080f,4
23c2080f,5
23c2080f,6
23c2080f,7
23c2080f,8
23c2080f,9
23c2080f,10
23c2080f,11
23c2daef,0
23c2daef,1
23c2daef,2
23c2daef,3
23c2daef,4
23c2daef,5
23c2daef,6
23c2daef,7
23c2daef,8
23c2daef,9
23c2daef,10
23c2daef,11
23c89e44,0
23c89e44,1
23c89e44,2
23c89e44,3
23c89e44,4
23c89e44,5
23c89e44,6
23c89e44,7
23c89e44,8
23c89e44,9
23c89e44,10
23c89e44,11
23cf0270,0
23cf0270,1
23cf0270,2
23cf0270,3
23cf0270,4
23cf0270,5
23cf0270,6
23cf0270,7
23cf0270,8
23cf0270,9
23cf0270,10
23cf0270,11
23d14c5d,0
23d14c5d,1
23d14c5d,2
23d14c5d,3
23d14c5d,4
23d14c5d,5
23d14c5d,6
23d14c5d,7
23d14c5d,8
23d14c5d,9
23d14c5d,10
23d14c5d,11
23d1ad6b,0
23d1ad6b,1
23d1ad6b,2
23d1ad6b,3
23d1ad6b,4
23d1ad6b,5
23d1ad6b,6
23d1ad6b,7
23d1ad6b,8
23d1ad6b,9
23d1ad6b,10
23d1ad6b,11
23d486b5,0
23d486b5,1
23d486b5,2
23d486b5,3
23d486b5,4
23d486b5,5
23d486b5,6
23d486b5,7
23d486b5,8
23d486b5,9
23d486b5,10
23d486b5,11
23e1f93f,0
23e1f93f,1
23e1f93f,2
23e1f93f,3
23e1f93f,4
23e1f93f,5
23e1f93f,6
23e1f93f,7
23e1f93f,8
23e1f93f,9
23e1f93f,10
23e1f93f,11
23e65913,0
23e65913,1
23e65913,2
23e65913,3
23e65913,4
23e65913,5
23e65913,6
23e65913,7
23e65913,8
23e65913,9
23e65913,10
23e65913,11
23e96184,0
23e96184,1
23e96184,2
23e96184,3
23e96184,4
23e96184,5
23e96184,6
23e96184,7
23e96184,8
23e96184,9
23e96184,10
23e96184,11
23fdc995,0
23fdc995,1
23fdc995,2
23fdc995,3
23fdc995,4
23fdc995,5
23fdc995,6
23fdc995,7
23fdc995,8
23fdc995,9
23fdc995,10
23fdc995,11
24001980,0
24001980,1
24001980,2
24001980,3
24001980,4
24001980,5
24001980,6
24001980,7
24001980,8
24001980,9
24001980,10
24001980,11
2408503c,0
2408503c,1
2408503c,2
2408503c,3
2408503c,4
2408503c,5
2408503c,6
2408503c,7
2408503c,8
2408503c,9
2408503c,10
2408503c,11
2409a7cf,0
2409a7cf,1
2409a7cf,2
2409a7cf,3
2409a7cf,4
2409a7cf,5
2409a7cf,6
2409a7cf,7
2409a7cf,8
2409a7cf,9
2409a7cf,10
2409a7cf,11
24158908,0
24158908,1
24158908,2
24158908,3
24158908,4
24158908,5
24158908,6
24158908,7
24158908,8
24158908,9
24158908,10
24158908,11
24177c3f,0
24177c3f,1
24177c3f,2
24177c3f,3
24177c3f,4
24177c3f,5
24177c3f,6
24177c3f,7
24177c3f,8
24177c3f,9
24177c3f,10
24177c3f,11
242112f7,0
242112f7,1
242112f7,2
242112f7,3
242112f7,4
242112f7,5
242112f7,6
242112f7,7
242112f7,8
242112f7,9
242112f7,10
242112f7,11
242d21ba,0
242d21ba,1
242d21ba,2
242d21ba,3
242d21ba,4
242d21ba,5
242d21ba,6
242d21ba,7
242d21ba,8
242d21ba,9
242d21ba,10
242d21ba,11
24318dce,0
24318dce,1
24318dce,2
24318dce,3
24318dce,4
24318dce,5
24318dce,6
24318dce,7
24318dce,8
24318dce,9
24318dce,10
24318dce,11
243bad58,0
243bad58,1
243bad58,2
243bad58,3
243bad58,4
243bad58,5
243bad58,6
243bad58,7
243bad58,8
243bad58,9
243bad58,10
243bad58,11
2441d664,0
2441d664,1
2441d664,2
2441d664,3
2441d664,4
2441d664,5
2441d664,6
2441d664,7
2441d664,8
2441d664,9
2441d664,10
2441d664,11
24478cc7,0
24478cc7,1
24478cc7,2
24478cc7,3
24478cc7,4
24478cc7,5
24478cc7,6
24478cc7,7
24478cc7,8
24478cc7,9
24478cc7,10
24478cc7,11
244cb44b,0
244cb44b,1
244cb44b,2
244cb44b,3
244cb44b,4
244cb44b,5
244cb44b,6
244cb44b,7
244cb44b,8
244cb44b,9
244cb44b,10
244cb44b,11
245c2893,0
245c2893,1
245c2893,2
245c2893,3
245c2893,4
245c2893,5
245c2893,6
245c2893,7
245c2893,8
245c2893,9
245c2893,10
245c2893,11
245dda04,0
245dda04,1
245dda04,2
245dda04,3
245dda04,4
245dda04,5
245dda04,6
245dda04,7
245dda04,8
245dda04,9
245dda04,10
245dda04,11
246363fd,0
246363fd,1
246363fd,2
246363fd,3
246363fd,4
246363fd,5
246363fd,6
246363fd,7
246363fd,8
246363fd,9
246363fd,10
246363fd,11
246976f8,0
246976f8,1
246976f8,2
246976f8,3
246976f8,4
246976f8,5
246976f8,6
246976f8,7
246976f8,8
246976f8,9
246976f8,10
246976f8,11
24714f57,0
24714f57,1
24714f57,2
24714f57,3
24714f57,4
24714f57,5
24714f57,6
24714f57,7
24714f57,8
24714f57,9
24714f57,10
24714f57,11
2485e030,0
2485e030,1
2485e030,2
2485e030,3
2485e030,4
2485e030,5
2485e030,6
2485e030,7
2485e030,8
2485e030,9
2485e030,10
2485e030,11
24898d6e,0
24898d6e,1
24898d6e,2
24898d6e,3
24898d6e,4
24898d6e,5
24898d6e,6
24898d6e,7
24898d6e,8
24898d6e,9
24898d6e,10
24898d6e,11
24a4769c,0
24a4769c,1
24a4769c,2
24a4769c,3
24a4769c,4
24a4769c,5
24a4769c,6
24a4769c,7
24a4769c,8
24a4769c,9
24a4769c,10
24a4769c,11
24c99b0c,0
24c99b0c,1
24c99b0c,2
24c99b0c,3
24c99b0c,4
24c99b0c,5
24c99b0c,6
24c99b0c,7
24c99b0c,8
24c99b0c,9
24c99b0c,10
24c99b0c,11
24cd3bd1,0
24cd3bd1,1
24cd3bd1,2
24cd3bd1,3
24cd3bd1,4
24cd3bd1,5
24cd3bd1,6
24cd3bd1,7
24cd3bd1,8
24cd3bd1,9
24cd3bd1,10
24cd3bd1,11
24d3eb10,0
24d3eb10,1
24d3eb10,2
24d3eb10,3
24d3eb10,4
24d3eb10,5
24d3eb10,6
24d3eb10,7
24d3eb10,8
24d3eb10,9
24d3eb10,10
24d3eb10,11
24ddaeb6,0
24ddaeb6,1
24ddaeb6,2
24ddaeb6,3
24ddaeb6,4
24ddaeb6,5
24ddaeb6,6
24ddaeb6,7
24ddaeb6,8
24ddaeb6,9
24ddaeb6,10
24ddaeb6,11
24ddf521,0
24ddf521,1
24ddf521,2
24ddf521,3
24ddf521,4
24ddf521,5
24ddf521,6
24ddf521,7
24ddf521,8
24ddf521,9
24ddf521,10
24ddf521,11
24e112ce,0
24e112ce,1
24e112ce,2
24e112ce,3
24e112ce,4
24e112ce,5
24e112ce,6
24e112ce,7
24e112ce,8
24e112ce,9
24e112ce,10
24e112ce,11
24eb6b8c,0
24eb6b8c,1
24eb6b8c,2
24eb6b8c,3
24eb6b8c,4
24eb6b8c,5
24eb6b8c,6
24eb6b8c,7
24eb6b8c,8
24eb6b8c,9
24eb6b8c,10
24eb6b8c,11
24ebb572,0
24ebb572,1
24ebb572,2
24ebb572,3
24ebb572,4
24ebb572,5
24ebb572,6
24ebb572,7
24ebb572,8
24ebb572,9
24ebb572,10
24ebb572,11
24f427d2,0
24f427d2,1
24f427d2,2
24f427d2,3
24f427d2,4
24f427d2,5
24f427d2,6
24f427d2,7
24f427d2,8
24f427d2,9
24f427d2,10
24f427d2,11
24f6e665,0
24f6e665,1
24f6e665,2
24f6e665,3
24f6e665,4
24f6e665,5
24f6e665,6
24f6e665,7
24f6e665,8
24f6e665,9
24f6e665,10
24f6e665,11
24fb5fe4,0
24fb5fe4,1
24fb5fe4,2
24fb5fe4,3
24fb5fe4,4
24fb5fe4,5
24fb5fe4,6
24fb5fe4,7
24fb5fe4,8
24fb5fe4,9
24fb5fe4,10
24fb5fe4,11
24ffdd7f,0
24ffdd7f,1
24ffdd7f,2
24ffdd7f,3
24ffdd7f,4
24ffdd7f,5
24ffdd7f,6
24ffdd7f,7
24ffdd7f,8
24ffdd7f,9
24ffdd7f,10
24ffdd7f,11
2507ecb5,0
2507ecb5,1
2507ecb5,2
2507ecb5,3
2507ecb5,4
2507ecb5,5
2507ecb5,6
2507ecb5,7
2507ecb5,8
2507ecb5,9
2507ecb5,10
2507ecb5,11
250e37c2,0
250e37c2,1
250e37c2,2
250e37c2,3
250e37c2,4
250e37c2,5
250e37c2,6
250e37c2,7
250e37c2,8
250e37c2,9
250e37c2,10
250e37c2,11
2511058a,0
2511058a,1
2511058a,2
2511058a,3
2511058a,4
2511058a,5
2511058a,6
2511058a,7
2511058a,8
2511058a,9
2511058a,10
2511058a,11
25185e84,0
25185e84,1
25185e84,2
25185e84,3
25185e84,4
25185e84,5
25185e84,6
25185e84,7
25185e84,8
25185e84,9
25185e84,10
25185e84,11
251a44e0,0
251a44e0,1
251a44e0,2
251a44e0,3
251a44e0,4
251a44e0,5
251a44e0,6
251a44e0,7
251a44e0,8
251a44e0,9
251a44e0,10
251a44e0,11
2525b20e,0
2525b20e,1
2525b20e,2
2525b20e,3
2525b20e,4
2525b20e,5
2525b20e,6
2525b20e,7
2525b20e,8
2525b20e,9
2525b20e,10
2525b20e,11
25265599,0
25265599,1
25265599,2
25265599,3
25265599,4
25265599,5
25265599,6
25265599,7
25265599,8
25265599,9
25265599,10
25265599,11
2529d526,0
2529d526,1
2529d526,2
2529d526,3
2529d526,4
2529d526,5
2529d526,6
2529d526,7
2529d526,8
2529d526,9
2529d526,10
2529d526,11
252b0e8c,0
252b0e8c,1
252b0e8c,2
252b0e8c,3
252b0e8c,4
252b0e8c,5
252b0e8c,6
252b0e8c,7
252b0e8c,8
252b0e8c,9
252b0e8c,10
252b0e8c,11
25420997,0
25420997,1
25420997,2
25420997,3
25420997,4
25420997,5
25420997,6
25420997,7
25420997,8
25420997,9
25420997,10
25420997,11
254ec31f,0
254ec31f,1
254ec31f,2
254ec31f,3
254ec31f,4
254ec31f,5
254ec31f,6
254ec31f,7
254ec31f,8
254ec31f,9
254ec31f,10
254ec31f,11
25574e27,0
25574e27,1
25574e27,2
25574e27,3
25574e27,4
25574e27,5
25574e27,6
25574e27,7
25574e27,8
25574e27,9
25574e27,10
25574e27,11
256d514e,0
256d514e,1
256d514e,2
256d514e,3
256d514e,4
256d514e,5
256d514e,6
256d514e,7
256d514e,8
256d514e,9
256d514e,10
256d514e,11
256dd9e0,0
256dd9e0,1
256dd9e0,2
256dd9e0,3
256dd9e0,4
256dd9e0,5
256dd9e0,6
256dd9e0,7
256dd9e0,8
256dd9e0,9
256dd9e0,10
256dd9e0,11
2578965b,0
2578965b,1
2578965b,2
2578965b,3
2578965b,4
2578965b,5
2578965b,6
2578965b,7
2578965b,8
2578965b,9
2578965b,10
2578965b,11
2585d358,0
2585d358,1
2585d358,2
2585d358,3
2585d358,4
2585d358,5
2585d358,6
2585d358,7
2585d358,8
2585d358,9
2585d358,10
2585d358,11
2586d767,0
2586d767,1
2586d767,2
2586d767,3
2586d767,4
2586d767,5
2586d767,6
2586d767,7
2586d767,8
2586d767,9
2586d767,10
2586d767,11
2586fc66,0
2586fc66,1
2586fc66,2
2586fc66,3
2586fc66,4
2586fc66,5
2586fc66,6
2586fc66,7
2586fc66,8
2586fc66,9
2586fc66,10
2586fc66,11
25991e82,0
25991e82,1
25991e82,2
25991e82,3
25991e82,4
25991e82,5
25991e82,6
25991e82,7
25991e82,8
25991e82,9
25991e82,10
25991e82,11
25a25054,0
25a25054,1
25a25054,2
25a25054,3
25a25054,4
25a25054,5
25a25054,6
25a25054,7
25a25054,8
25a25054,9
25a25054,10
25a25054,11
25a4f537,0
25a4f537,1
25a4f537,2
25a4f537,3
25a4f537,4
25a4f537,5
25a4f537,6
25a4f537,7
25a4f537,8
25a4f537,9
25a4f537,10
25a4f537,11
25a677c3,0
25a677c3,1
25a677c3,2
25a677c3,3
25a677c3,4
25a677c3,5
25a677c3,6
25a677c3,7
25a677c3,8
25a677c3,9
25a677c3,10
25a677c3,11
25a7bd83,0
25a7bd83,1
25a7bd83,2
25a7bd83,3
25a7bd83,4
25a7bd83,5
25a7bd83,6
25a7bd83,7
25a7bd83,8
25a7bd83,9
25a7bd83,10
25a7bd83,11
25ae3302,0
25ae3302,1
25ae3302,2
25ae3302,3
25ae3302,4
25ae3302,5
25ae3302,6
25ae3302,7
25ae3302,8
25ae3302,9
25ae3302,10
25ae3302,11
25b9265b,0
25b9265b,1
25b9265b,2
25b9265b,3
25b9265b,4
25b9265b,5
25b9265b,6
25b9265b,7
25b9265b,8
25b9265b,9
25b9265b,10
25b9265b,11
25bf6b1c,0
25bf6b1c,1
25bf6b1c,2
25bf6b1c,3
25bf6b1c,4
25bf6b1c,5
25bf6b1c,6
25bf6b1c,7
25bf6b1c,8
25bf6b1c,9
25bf6b1c,10
25bf6b1c,11
25cdb138,0
25cdb138,1
25cdb138,2
25cdb138,3
25cdb138,4
25cdb138,5
25cdb138,6
25cdb138,7
25cdb138,8
25cdb138,9
25cdb138,10
25cdb138,11
25d9c808,0
25d9c808,1
25d9c808,2
25d9c808,3
25d9c808,4
25d9c808,5
25d9c808,6
25d9c808,7
25d9c808,8
25d9c808,9
25d9c808,10
25d9c808,11
25e8a6f7,0
25e8a6f7,1
25e8a6f7,2
25e8a6f7,3
25e8a6f7,4
25e8a6f7,5
25e8a6f7,6
25e8a6f7,7
25e8a6f7,8
25e8a6f7,9
25e8a6f7,10
25e8a6f7,11
25ef7548,0
25ef7548,1
25ef7548,2
25ef7548,3
25ef7548,4
25ef7548,5
25ef7548,6
25ef7548,7
25ef7548,8
25ef7548,9
25ef7548,10
25ef7548,11
25f2768a,0
25f2768a,1
25f2768a,2
25f2768a,3
25f2768a,4
25f2768a,5
25f2768a,6
25f2768a,7
25f2768a,8
25f2768a,9
25f2768a,10
25f2768a,11
25f96e57,0
25f96e57,1
25f96e57,2
25f96e57,3
25f96e57,4
25f96e57,5
25f96e57,6
25f96e57,7
25f96e57,8
25f96e57,9
25f96e57,10
25f96e57,11
25fc0763,0
25fc0763,1
25fc0763,2
25fc0763,3
25fc0763,4
25fc0763,5
25fc0763,6
25fc0763,7
25fc0763,8
25fc0763,9
25fc0763,10
25fc0763,11
25fd4e5d,0
25fd4e5d,1
25fd4e5d,2
25fd4e5d,3
25fd4e5d,4
25fd4e5d,5
25fd4e5d,6
25fd4e5d,7
25fd4e5d,8
25fd4e5d,9
25fd4e5d,10
25fd4e5d,11
260d5df4,0
260d5df4,1
260d5df4,2
260d5df4,3
260d5df4,4
260d5df4,5
260d5df4,6
260d5df4,7
260d5df4,8
260d5df4,9
260d5df4,10
260d5df4,11
26133a88,0
26133a88,1
26133a88,2
26133a88,3
26133a88,4
26133a88,5
26133a88,6
26133a88,7
26133a88,8
26133a88,9
26133a88,10
26133a88,11
261ac17a,0
261ac17a,1
261ac17a,2
261ac17a,3
261ac17a,4
261ac17a,5
261ac17a,6
261ac17a,7
261ac17a,8
261ac17a,9
261ac17a,10
261ac17a,11
26327df5,0
26327df5,1
26327df5,2
26327df5,3
26327df5,4
26327df5,5
26327df5,6
26327df5,7
26327df5,8
26327df5,9
26327df5,10
26327df5,11
2637f129,0
2637f129,1
2637f129,2
2637f129,3
2637f129,4
2637f129,5
2637f129,6
2637f129,7
2637f129,8
2637f129,9
2637f129,10
2637f129,11
2638c7e8,0
2638c7e8,1
2638c7e8,2
2638c7e8,3
2638c7e8,4
2638c7e8,5
2638c7e8,6
2638c7e8,7
2638c7e8,8
2638c7e8,9
2638c7e8,10
2638c7e8,11
263b0030,0
263b0030,1
263b0030,2
263b0030,3
263b0030,4
263b0030,5
263b0030,6
263b0030,7
263b0030,8
263b0030,9
263b0030,10
263b0030,11
263cba48,0
263cba48,1
263cba48,2
263cba48,3
263cba48,4
263cba48,5
263cba48,6
263cba48,7
263cba48,8
263cba48,9
263cba48,10
263cba48,11
2648250f,0
2648250f,1
2648250f,2
2648250f,3
2648250f,4
2648250f,5
2648250f,6
2648250f,7
2648250f,8
2648250f,9
2648250f,10
2648250f,11
26497121,0
26497121,1
26497121,2
26497121,3
26497121,4
26497121,5
26497121,6
26497121,7
26497121,8
26497121,9
26497121,10
26497121,11
26509b20,0
26509b20,1
26509b20,2
26509b20,3
26509b20,4
26509b20,5
26509b20,6
26509b20,7
26509b20,8
26509b20,9
26509b20,10
26509b20,11
26622ebc,0
26622ebc,1
26622ebc,2
26622ebc,3
26622ebc,4
26622ebc,5
26622ebc,6
26622ebc,7
26622ebc,8
26622ebc,9
26622ebc,10
26622ebc,11
2665af1d,0
2665af1d,1
2665af1d,2
2665af1d,3
2665af1d,4
2665af1d,5
2665af1d,6
2665af1d,7
2665af1d,8
2665af1d,9
2665af1d,10
2665af1d,11
2677ff5c,0
2677ff5c,1
2677ff5c,2
2677ff5c,3
2677ff5c,4
2677ff5c,5
2677ff5c,6
2677ff5c,7
2677ff5c,8
2677ff5c,9
2677ff5c,10
2677ff5c,11
2679121a,0
2679121a,1
2679121a,2
2679121a,3
2679121a,4
2679121a,5
2679121a,6
2679121a,7
2679121a,8
2679121a,9
2679121a,10
2679121a,11
26834d19,0
26834d19,1
26834d19,2
26834d19,3
26834d19,4
26834d19,5
26834d19,6
26834d19,7
26834d19,8
26834d19,9
26834d19,10
26834d19,11
2688894c,0
2688894c,1
2688894c,2
2688894c,3
2688894c,4
2688894c,5
2688894c,6
2688894c,7
2688894c,8
2688894c,9
2688894c,10
2688894c,11
268d4697,0
268d4697,1
268d4697,2
268d4697,3
268d4697,4
268d4697,5
268d4697,6
268d4697,7
268d4697,8
268d4697,9
268d4697,10
268d4697,11
26962c53,0
26962c53,1
26962c53,2
26962c53,3
26962c53,4
26962c53,5
26962c53,6
26962c53,7
26962c53,8
26962c53,9
26962c53,10
26962c53,11
269e7e9b,0
269e7e9b,1
269e7e9b,2
269e7e9b,3
269e7e9b,4
269e7e9b,5
269e7e9b,6
269e7e9b,7
269e7e9b,8
269e7e9b,9
269e7e9b,10
269e7e9b,11
26a19762,0
26a19762,1
26a19762,2
26a19762,3
26a19762,4
26a19762,5
26a19762,6
26a19762,7
26a19762,8
26a19762,9
26a19762,10
26a19762,11
26a9fa51,0
26a9fa51,1
26a9fa51,2
26a9fa51,3
26a9fa51,4
26a9fa51,5
26a9fa51,6
26a9fa51,7
26a9fa51,8
26a9fa51,9
26a9fa51,10
26a9fa51,11
26b02643,0
26b02643,1
26b02643,2
26b02643,3
26b02643,4
26b02643,5
26b02643,6
26b02643,7
26b02643,8
26b02643,9
26b02643,10
26b02643,11
26b2822c,0
26b2822c,1
26b2822c,2
26b2822c,3
26b2822c,4
26b2822c,5
26b2822c,6
26b2822c,7
26b2822c,8
26b2822c,9
26b2822c,10
26b2822c,11
26b365a3,0
26b365a3,1
26b365a3,2
26b365a3,3
26b365a3,4
26b365a3,5
26b365a3,6
26b365a3,7
26b365a3,8
26b365a3,9
26b365a3,10
26b365a3,11
26b94de7,0
26b94de7,1
26b94de7,2
26b94de7,3
26b94de7,4
26b94de7,5
26b94de7,6
26b94de7,7
26b94de7,8
26b94de7,9
26b94de7,10
26b94de7,11
26bec361,0
26bec361,1
26bec361,2
26bec361,3
26bec361,4
26bec361,5
26bec361,6
26bec361,7
26bec361,8
26bec361,9
26bec361,10
26bec361,11
26bf9a52,0
26bf9a52,1
26bf9a52,2
26bf9a52,3
26bf9a52,4
26bf9a52,5
26bf9a52,6
26bf9a52,7
26bf9a52,8
26bf9a52,9
26bf9a52,10
26bf9a52,11
26ddd09d,0
26ddd09d,1
26ddd09d,2
26ddd09d,3
26ddd09d,4
26ddd09d,5
26ddd09d,6
26ddd09d,7
26ddd09d,8
26ddd09d,9
26ddd09d,10
26ddd09d,11
26e1dc0b,0
26e1dc0b,1
26e1dc0b,2
26e1dc0b,3
26e1dc0b,4
26e1dc0b,5
26e1dc0b,6
26e1dc0b,7
26e1dc0b,8
26e1dc0b,9
26e1dc0b,10
26e1dc0b,11
26ea6cd0,0
26ea6cd0,1
26ea6cd0,2
26ea6cd0,3
26ea6cd0,4
26ea6cd0,5
26ea6cd0,6
26ea6cd0,7
26ea6cd0,8
26ea6cd0,9
26ea6cd0,10
26ea6cd0,11
26ede19f,0
26ede19f,1
26ede19f,2
26ede19f,3
26ede19f,4
26ede19f,5
26ede19f,6
26ede19f,7
26ede19f,8
26ede19f,9
26ede19f,10
26ede19f,11
26ef32b5,0
26ef32b5,1
26ef32b5,2
26ef32b5,3
26ef32b5,4
26ef32b5,5
26ef32b5,6
26ef32b5,7
26ef32b5,8
26ef32b5,9
26ef32b5,10
26ef32b5,11
26f47917,0
26f47917,1
26f47917,2
26f47917,3
26f47917,4
26f47917,5
26f47917,6
26f47917,7
26f47917,8
26f47917,9
26f47917,10
26f47917,11
26f5737c,0
26f5737c,1
26f5737c,2
26f5737c,3
26f5737c,4
26f5737c,5
26f5737c,6
